"","CountryName","Year","scale20","ln_S_GDPpercapitaUS","S_RealGDPgrowth","S_GGbalanceGDP","S_NetGGdebtGDP","S_CurrentaccountbalanceGDP","S_NarrownetextdebtCARs","ISO2"
"1","Argentina",2015,1,9.36855339476752,-0.0850216073832604,-7.4472467850882,46.4465991029089,-5.3650717930034,160.782411116652,"AR"
"2","Argentina",2016,5,9.48480126253141,0.124325755917609,-7.84125963631733,57.7914898506245,-6.49392164171479,198.432286691589,"AR"
"3","Argentina",2017,7,9.32704417885839,-0.144173406327303,-10.1130666245398,60.6564451217904,-6.48506571911129,197.302893894045,"AR"
"4","Argentina",2018,6,9.45341209127016,0.133571838600463,-9.502657832125,64.6330182715353,-8.69228311637863,235.966015863529,"AR"
"5","Argentina",2019,1,9.24377638578089,-0.189274826350768,-8.93925664822113,90.7813238626822,-8.98385015867353,224.302024602506,"AR"
"6","Argentina",2020,2,9.08255333137177,-0.150301473759458,-7.92043622440307,102.460385998829,-3.82045990440712,226.85166035617,"AR"
"7","Australia",2015,20,10.7747886518631,-0.0812837620782892,-7.32708512273495,37.2394595209994,-9.62841945902264,537.321852523783,"AU"
"8","Australia",2016,20,10.6697205517705,-0.091709412478638,-7.07295307100215,43.5685153147306,-10.9603255354181,667.391850510368,"AU"
"9","Australia",2017,20,10.5364691686515,-0.117599123630717,-7.86084248486987,51.4949895993649,-12.7351716650313,893.478945513303,"AU"
"10","Australia",2018,20,10.6108597267386,0.0808022321455663,-8.10591135149963,56.8138921273577,-10.8991443172618,1019.63258538996,"AU"
"11","Australia",2019,20,10.6688224561916,0.0607450556474647,-7.31570749977413,60.5774435763124,-11.789106843005,1095.74584577136,"AU"
"12","Australia",2020,20,10.6234292462459,-0.0440440317526834,-6.52732186391579,59.7535709900002,-9.68126922620599,1068.99368103839,"AU"
"13","Austria",2015,19,10.687792684936,0.0218790717653701,-5.7273735757423,91.5337559163103,-1.49932831246978,147.910692159004,"AT"
"14","Austria",2016,19,10.5247002514247,-0.143483286896085,-3.95867617472249,91.6778506574837,-2.2522383196558,158.758752050672,"AT"
"15","Austria",2017,19,10.5409302069321,0.0214768833193872,-4.45519044198452,88.1488953752874,-1.26543603705126,149.852376001298,"AT"
"16","Austria",2018,19,10.586044596291,0.0485563201429347,-3.63961134261663,84.4621938459659,-2.45405461855099,161.730317629841,"AT"
"17","Austria",2019,19,10.6655181401042,0.0820977336435137,-2.69901703847254,81.5193731055092,-1.67443008281908,140.107430985821,"AT"
"18","Austria",2020,19,10.6415108118703,-0.0254174532215061,-2.91013703997541,79.0834724937449,-2.08799931242642,153.761363388534,"AT"
"19","Belgium",2015,18,10.6603810007435,0.0212629183343097,-6.23111418279403,114.087009581439,-2.8752052751429,112.025874284526,"BE"
"20","Belgium",2016,18,10.5050284714366,-0.140133525533538,-5.60182482049768,112.532919907363,-2.31506514469169,121.424328106741,"BE"
"21","Belgium",2017,18,10.5271955990908,0.0248522570605664,-5.56282987340124,112.020778755305,-3.17846444655364,129.240841268795,"BE"
"22","Belgium",2018,18,10.5777835557959,0.0531315548962487,-3.91764620843925,108.80383895152,-2.51673742019553,129.93562573696,"BE"
"23","Belgium",2019,18,10.6470798087978,0.0713724915702563,-3.94779968498919,107.302745521541,-4.7473868325545,124.549035532707,"BE"
"24","Belgium",2020,18,10.6198494376437,-0.0279671786691314,-4.70366831828822,106.896920311222,-4.89140842812779,129.683908922443,"BE"
"25","Brazil",2015,10,9.08194527820665,-0.0149585956476593,-20.4465683108489,194.203617379307,-22.5899550493198,8684.77999016938,"BR"
"26","Brazil",2016,9,8.7557950779448,-0.268178617106707,-29.9086712744464,281.431950870362,-26.7535671045631,19156.4222664676,"BR"
"27","Brazil",2017,9,8.73785698582136,-0.0100349187872196,-36.0044957417677,413.924533268954,-31.9882638855631,42509.8141477367,"BR"
"28","Brazil",2018,8,8.86135647852101,0.135412700618418,-42.0401589896169,561.980639085569,-37.8610978433172,77069.6184011066,"BR"
"29","Brazil",2019,8,8.76124749614411,-0.0914965574303587,-45.6364880547723,653.378130337588,-43.007153486089,103076.253765956,"BR"
"30","Brazil",2020,8,8.72307373422297,-0.0365841461631968,-45.00993340791,668.760210580041,-44.1241003214828,106676.638908886,"BR"
"31","Bulgaria",2015,10,8.81275370682452,0.0285025876764658,-8.54732752362604,31.4095365885551,-2.69826964838448,36.9849623426479,"BG"
"32","Bulgaria",2016,10,8.70015355562009,-0.103761501500247,-4.8119074844159,31.9514954426275,-3.82371471179794,23.794788088521,"BG"
"33","Bulgaria",2017,11,8.76798045635707,0.0689399317666495,-3.01672501186958,30.8178796215216,-0.752103658308748,15.8572071049793,"BG"
"34","Bulgaria",2018,11,8.86851793287584,0.103318480314593,-2.01740872700119,28.6301708951764,-0.438238592737451,10.1361507771092,"BG"
"35","Bulgaria",2019,12,8.99457362975932,0.130232129855815,-1.38626757766747,26.7216551508431,1.42982459855514,7.98736360499719,"BG"
"36","Bulgaria",2020,12,9.02448993111126,0.0259598471807543,-3.11165570620413,25.982367166114,0.914436141660017,3.82654737183329,"BG"
"37","Canada",2015,20,10.8261757942026,-0.0333930303660121,-0.0625912928163828,40.9762515220573,-2.83393249351549,104.003790833084,"CA"
"38","Canada",2016,20,10.670037326377,-0.143502882667511,-0.320127777008748,42.3155124192925,-3.9953343244621,122.914815847048,"CA"
"39","Canada",2017,20,10.6406523881987,-0.0276682536451476,-0.691333279779524,43.5140374772468,-3.68096606432869,134.512331658727,"CA"
