20,0
19,0
18,0
17,0
16,6.35
15,8.42
14,0.95
13,2.27
12,4.82
11,7.01
10,6.85
9,5.83
8,20.94
7,20.34
6,26.32
5,27.82
4,78.48
3,60
2,100
1,100
