DATE,BAMLH0A3HYC,BAMLC0A4CBBB,BAMLH0A1HYBB,BAMLC0A3CA,BAMLH0A2HYB,BAMLC0A2CAA,BAMLC0A1CAAA
1998-07-07,7.98,1.04,2.02,0.69,3.65,0.50,0.47
1998-07-08,7.93,1.04,2.00,0.69,3.62,0.50,0.47
1998-07-09,7.95,1.04,2.02,0.69,3.65,0.51,0.47
1998-07-10,7.96,1.04,2.02,0.74,3.64,0.51,0.47
1998-07-13,7.91,1.04,1.98,0.75,3.61,0.50,0.47
1998-07-14,7.94,1.04,1.97,0.76,3.59,0.51,0.47
1998-07-15,7.89,1.03,1.95,0.76,3.55,0.50,0.47
1998-07-16,7.89,1.03,1.95,0.76,3.54,0.50,0.47
1998-07-17,7.89,1.04,1.95,0.77,3.54,0.50,0.47
1998-07-20,7.90,1.04,1.95,0.80,3.55,0.50,0.47
1998-07-21,7.89,1.03,1.95,0.82,3.56,0.50,0.47
1998-07-22,7.86,1.03,1.95,0.84,3.54,0.50,0.47
1998-07-23,7.92,1.03,1.95,0.86,3.57,0.51,0.47
1998-07-24,7.92,1.03,1.94,0.90,3.55,0.50,0.47
1998-07-27,7.91,1.03,1.95,0.69,3.55,0.50,0.47
1998-07-28,7.91,1.01,1.85,0.67,3.54,0.48,0.45
1998-07-29,7.91,1.04,1.95,0.70,3.53,0.50,0.47
1998-07-30,7.93,1.07,1.96,0.74,3.53,0.51,0.48
1998-07-31,7.57,1.12,2.03,0.76,3.67,0.54,0.50
1998-08-03,7.65,1.12,2.05,0.73,3.74,0.53,0.50
1998-08-04,7.72,1.12,2.08,0.73,3.82,0.53,0.50
1998-08-05,7.77,1.12,2.08,0.73,3.85,0.53,0.51
1998-08-06,7.75,1.13,2.09,0.74,3.85,0.54,0.50
1998-08-07,7.91,1.12,2.11,0.73,3.90,0.53,0.49
1998-08-10,8.07,1.13,2.12,0.73,3.93,0.54,0.50
1998-08-11,8.36,1.13,2.25,0.74,4.11,0.54,0.50
1998-08-12,8.45,1.14,2.26,0.75,4.11,0.55,0.51
1998-08-13,8.51,1.14,2.25,0.74,4.11,0.54,0.50
1998-08-14,8.49,1.14,2.26,0.75,4.16,0.55,0.52
1998-08-17,8.53,1.15,2.28,0.74,4.24,0.55,0.51
1998-08-18,8.53,1.15,2.32,0.75,4.22,0.56,0.51
1998-08-19,8.55,1.16,2.32,0.76,4.25,0.57,0.52
1998-08-20,8.64,1.17,2.33,0.76,4.31,0.57,0.52
1998-08-21,8.96,1.18,2.44,0.76,4.55,0.58,0.53
1998-08-24,9.18,1.19,2.48,0.77,4.64,0.59,0.52
1998-08-25,9.29,1.21,2.52,0.78,4.72,0.59,0.52
1998-08-26,9.56,1.21,2.58,0.79,4.88,0.61,0.55
1998-08-27,10.13,1.23,2.77,0.80,5.33,0.59,0.56
1998-08-28,10.36,1.36,2.91,0.90,5.52,0.69,0.64
1998-08-31,10.78,1.71,3.02,1.15,5.93,0.90,0.74
1998-09-01,10.83,1.69,3.04,1.14,6.02,0.86,0.74
1998-09-02,10.74,1.70,3.10,1.13,5.99,0.86,0.75
1998-09-03,10.86,1.69,3.14,1.13,6.08,0.87,0.76
1998-09-04,10.90,1.70,3.16,1.14,6.10,0.87,0.76
1998-09-07,10.91,1.69,3.14,1.13,6.11,0.86,0.75
1998-09-08,10.78,1.67,3.11,1.11,6.05,0.85,0.73
1998-09-09,11.05,1.68,3.24,1.13,6.16,0.86,0.75
1998-09-10,11.39,1.69,3.34,1.14,6.53,0.88,0.78
1998-09-11,11.62,1.69,3.36,1.13,6.52,0.88,0.75
1998-09-14,11.50,1.68,3.38,1.13,6.46,0.86,0.80
1998-09-15,11.66,1.67,3.36,1.12,6.45,0.86,0.79
1998-09-16,11.64,1.68,3.36,1.13,6.47,0.88,0.82
1998-09-17,11.77,1.68,3.32,1.12,6.55,0.86,0.80
1998-09-18,12.06,1.68,3.36,1.12,6.67,0.87,0.83
1998-09-21,12.08,1.67,3.34,1.11,6.65,0.86,0.81
1998-09-22,12.09,1.68,3.33,1.13,6.54,0.87,0.81
1998-09-23,12.09,1.68,3.34,1.14,6.52,0.89,0.83
1998-09-24,12.05,1.68,3.35,1.14,6.54,0.90,0.84
1998-09-25,12.13,1.69,3.36,1.15,6.59,0.89,0.85
1998-09-28,12.16,1.68,3.34,1.15,6.57,0.89,0.84
1998-09-29,12.17,1.72,3.36,1.18,6.59,0.92,0.87
1998-09-30,12.33,1.78,3.34,1.20,6.83,0.91,0.80
1998-10-01,12.48,1.79,3.44,1.21,6.96,0.89,0.75
1998-10-02,12.56,1.80,3.46,1.24,7.04,0.92,0.76
1998-10-05,12.89,1.81,3.54,1.25,7.30,0.95,0.78
1998-10-06,12.92,1.81,3.51,1.24,7.26,0.93,0.75
1998-10-07,12.96,1.80,3.42,1.24,7.23,0.93,0.75
1998-10-08,13.40,1.79,3.49,1.25,7.47,0.89,0.70
1998-10-09,13.34,1.80,3.46,1.28,7.37,0.91,0.72
1998-10-12,13.37,1.81,3.45,1.28,7.37,0.94,0.76
1998-10-13,13.43,1.82,3.49,1.29,7.43,0.95,0.76
1998-10-14,13.79,1.83,3.62,1.30,7.71,0.96,0.79
1998-10-15,13.80,1.84,3.74,1.31,7.76,0.99,0.79
1998-10-16,13.91,1.84,3.83,1.30,7.90,0.96,0.77
1998-10-19,13.80,1.85,3.84,1.31,7.89,0.98,0.78
1998-10-20,13.69,1.85,3.75,1.32,7.74,0.98,0.78
1998-10-21,13.45,1.85,3.73,1.31,7.66,0.97,0.78
1998-10-22,13.35,1.85,3.64,1.30,7.55,0.97,0.77
1998-10-23,13.18,1.82,3.56,1.26,7.39,0.95,0.74
1998-10-26,13.19,1.86,3.58,1.29,7.40,1.00,0.79
1998-10-27,13.28,1.85,3.62,1.27,7.45,0.98,0.79
1998-10-28,13.45,1.87,3.64,1.28,7.52,0.99,0.80
1998-10-29,13.42,1.89,3.66,1.31,7.53,1.02,0.79
1998-10-30,13.28,1.96,3.57,1.34,7.34,1.01,0.77
1998-10-31,13.88,1.97,3.61,1.35,7.37,1.02,0.80
1998-11-02,13.55,1.96,3.52,1.34,7.10,0.99,0.76
1998-11-03,13.47,1.96,3.49,1.35,7.03,1.02,0.81
1998-11-04,13.23,1.95,3.42,1.35,6.80,1.02,0.80
1998-11-05,13.21,1.94,3.40,1.30,6.77,0.99,0.74
1998-11-06,12.93,1.93,3.33,1.30,6.59,0.98,0.76
1998-11-09,12.89,1.92,3.32,1.30,6.58,0.96,0.77
1998-11-10,12.66,1.92,3.30,1.28,6.52,0.96,0.75
1998-11-11,12.60,1.92,3.28,1.28,6.49,0.95,0.76
1998-11-12,12.46,1.91,3.27,1.28,6.45,0.95,0.76
1998-11-13,12.29,1.92,3.24,1.29,6.33,0.96,0.76
1998-11-16,12.10,1.91,3.17,1.28,6.20,0.94,0.76
1998-11-17,11.88,1.90,3.13,1.26,6.08,0.92,0.73
1998-11-18,11.79,1.90,3.15,1.27,6.09,0.94,0.76
1998-11-19,11.65,1.90,3.12,1.27,6.01,0.94,0.76
1998-11-20,11.56,1.89,3.11,1.26,5.99,0.93,0.77
1998-11-23,11.52,1.89,3.09,1.25,5.94,0.92,0.76
1998-11-24,11.49,1.84,3.05,1.23,5.86,0.89,0.74
1998-11-25,11.45,1.83,3.04,1.20,5.82,0.88,0.73
1998-11-26,11.45,1.83,3.04,1.20,5.82,0.87,0.73
1998-11-27,11.45,1.82,3.05,1.19,5.83,0.87,0.73
1998-11-30,13.42,1.75,3.14,1.07,5.61,0.77,0.63
1998-12-01,13.53,1.75,3.16,1.06,5.66,0.79,0.63
1998-12-02,13.71,1.75,3.17,1.06,5.76,0.80,0.63
1998-12-03,13.70,1.74,3.15,1.06,5.79,0.80,0.63
1998-12-04,13.67,1.75,3.17,1.07,5.74,0.81,0.64
1998-12-07,13.62,1.72,3.11,1.04,5.64,0.79,0.61
1998-12-08,13.76,1.73,3.15,1.05,5.76,0.80,0.62
1998-12-09,13.69,1.72,3.15,1.04,5.80,0.79,0.61
1998-12-10,13.83,1.73,3.16,1.04,5.88,0.80,0.62
1998-12-11,13.78,1.73,3.13,1.05,5.82,0.83,0.64
1998-12-14,14.03,1.78,3.16,1.07,5.93,0.85,0.66
1998-12-15,13.85,1.78,3.13,1.06,5.86,0.85,0.65
1998-12-16,14.02,1.78,3.16,1.07,5.93,0.86,0.64
1998-12-17,14.03,1.77,3.16,1.06,5.93,0.83,0.64
1998-12-18,14.03,1.76,3.14,1.05,5.92,0.83,0.63
1998-12-21,13.95,1.76,3.11,1.05,5.84,0.84,0.62
1998-12-22,13.82,1.77,3.09,1.05,5.79,0.86,0.62
1998-12-23,13.72,1.78,3.03,1.04,5.65,0.88,0.61
1998-12-24,13.58,1.79,3.01,1.05,5.61,0.91,0.61
1998-12-25,.,.,.,.,.,.,.
1998-12-28,13.60,1.82,3.05,1.05,5.67,1.09,0.61
1998-12-29,13.60,1.84,3.07,1.06,5.74,1.27,0.63
1998-12-30,13.66,1.76,3.08,1.08,5.77,2.20,0.62
1998-12-31,13.28,1.71,3.20,1.02,5.89,0.74,0.62
1999-01-01,.,.,.,.,.,.,.
1999-01-04,13.16,1.72,3.19,1.03,5.86,0.75,0.63
1999-01-05,12.97,1.73,3.17,1.04,5.79,0.76,0.64
1999-01-06,12.92,1.73,3.17,1.04,5.79,0.76,0.64
1999-01-07,12.87,1.73,3.15,1.02,5.74,0.75,0.63
1999-01-08,12.61,1.68,3.09,0.99,5.59,0.71,0.59
1999-01-11,12.58,1.66,3.06,0.97,5.55,0.69,0.58
1999-01-12,12.67,1.68,3.13,0.99,5.66,0.71,0.61
1999-01-13,12.88,1.69,3.23,1.00,5.82,0.73,0.63
1999-01-14,12.93,1.68,3.28,0.99,5.91,0.72,0.62
1999-01-15,12.82,1.68,3.27,1.00,5.84,0.73,0.63
1999-01-18,12.83,1.71,3.27,1.00,5.85,0.73,0.62
1999-01-19,12.75,1.67,3.22,1.00,5.76,0.73,0.62
1999-01-20,12.59,1.67,3.17,1.01,5.70,0.74,0.63
1999-01-21,12.65,1.69,3.18,1.02,5.77,0.75,0.64
1999-01-22,12.69,1.68,3.21,1.01,5.84,0.75,0.64
1999-01-25,12.70,1.67,3.20,1.01,5.77,0.74,0.63
1999-01-26,12.66,1.68,3.22,1.01,5.74,0.75,0.64
1999-01-27,12.68,1.68,3.21,1.03,5.74,0.76,0.66
1999-01-28,12.67,1.67,3.21,1.02,5.73,0.75,0.65
1999-01-29,12.67,1.62,3.20,1.00,5.74,0.73,0.64
1999-01-31,13.53,1.63,3.14,1.00,5.76,0.74,0.64
1999-02-01,13.40,1.64,3.11,1.01,5.67,0.75,0.65
1999-02-02,13.33,1.63,3.07,1.00,5.62,0.73,0.63
1999-02-03,13.32,1.63,3.03,1.01,5.58,0.74,0.64
1999-02-04,13.27,1.64,3.00,1.03,5.54,0.76,0.65
1999-02-05,13.21,1.61,2.95,0.99,5.49,0.72,0.62
1999-02-08,13.21,1.61,2.96,0.99,5.48,0.72,0.62
1999-02-09,13.23,1.64,3.00,1.02,5.53,0.75,0.65
1999-02-10,13.23,1.59,2.94,0.97,5.47,0.70,0.60
1999-02-11,13.20,1.59,2.91,0.97,5.46,0.70,0.60
1999-02-12,13.18,1.60,2.86,0.99,5.33,0.72,0.61
1999-02-15,13.08,1.59,2.84,0.98,5.31,0.72,0.61
1999-02-16,13.09,1.58,2.86,0.98,5.36,0.72,0.62
1999-02-17,13.14,1.58,2.87,0.98,5.42,0.71,0.62
1999-02-18,13.12,1.55,2.82,0.94,5.36,0.68,0.61
1999-02-19,13.14,1.56,2.80,0.96,5.36,0.70,0.59
1999-02-22,13.26,1.57,2.85,0.97,5.46,0.71,0.60
1999-02-23,13.34,1.55,2.81,0.95,5.39,0.69,0.58
1999-02-24,13.33,1.56,2.78,0.97,5.32,0.70,0.59
1999-02-25,13.31,1.53,2.71,0.94,5.25,0.68,0.57
1999-02-26,13.32,1.52,2.78,0.94,5.32,0.68,0.59
1999-02-28,13.56,1.56,2.82,0.94,5.21,0.69,0.58
1999-03-01,13.50,1.54,2.78,0.93,5.14,0.67,0.56
1999-03-02,13.60,1.56,2.84,0.94,5.24,0.68,0.58
1999-03-03,13.59,1.53,2.80,0.91,5.21,0.65,0.55
1999-03-04,13.63,1.57,2.80,0.91,5.20,0.66,0.56
1999-03-05,13.70,1.54,2.86,0.92,5.30,0.67,0.56
1999-03-08,13.75,1.53,2.88,0.91,5.32,0.66,0.55
1999-03-09,13.78,1.53,2.89,0.91,5.37,0.66,0.56
1999-03-10,13.72,1.52,2.87,0.91,5.31,0.66,0.55
1999-03-11,13.65,1.51,2.86,0.90,5.28,0.65,0.54
1999-03-12,13.71,1.52,2.88,0.91,5.30,0.66,0.55
1999-03-15,13.73,1.50,2.87,0.90,5.30,0.66,0.56
1999-03-16,13.77,1.48,2.87,0.89,5.33,0.66,0.57
1999-03-17,13.85,1.48,2.84,0.89,5.29,0.66,0.56
1999-03-18,13.86,1.47,2.85,0.89,5.30,0.66,0.57
1999-03-19,13.71,1.46,2.79,0.88,5.21,0.65,0.55
1999-03-22,13.66,1.46,2.78,0.88,5.18,0.64,0.55
1999-03-23,13.72,1.48,2.80,0.91,5.25,0.67,0.57
1999-03-24,13.73,1.46,2.80,0.89,5.23,0.65,0.56
1999-03-25,13.63,1.45,2.77,0.88,5.16,0.64,0.55
1999-03-26,13.70,1.46,2.78,0.88,5.18,0.65,0.55
1999-03-29,13.59,1.45,2.75,0.89,5.13,0.65,0.55
1999-03-30,13.58,1.45,2.77,0.88,5.20,0.64,0.56
1999-03-31,15.43,1.50,2.82,0.91,4.90,0.70,0.59
1999-04-01,15.18,1.46,2.77,0.88,4.82,0.67,0.56
1999-04-02,15.27,1.46,2.80,0.87,4.90,0.67,0.57
1999-04-05,15.28,1.47,2.82,0.88,4.89,0.67,0.57
1999-04-06,15.19,1.47,2.83,0.88,4.91,0.68,0.57
1999-04-07,15.11,1.47,2.82,0.89,4.83,0.68,0.57
1999-04-08,15.10,1.48,2.85,0.89,4.90,0.68,0.58
1999-04-09,15.09,1.48,2.84,0.89,4.88,0.69,0.58
1999-04-12,15.03,1.47,2.81,0.89,4.86,0.68,0.58
1999-04-13,14.84,1.47,2.79,0.90,4.81,0.69,0.58
1999-04-14,14.72,1.47,2.78,0.88,4.77,0.67,0.57
1999-04-15,14.53,1.47,2.76,0.88,4.72,0.67,0.57
1999-04-16,14.43,1.46,2.73,0.88,4.67,0.67,0.57
1999-04-19,14.46,1.45,2.73,0.87,4.73,0.66,0.57
1999-04-20,14.46,1.45,2.75,0.88,4.77,0.67,0.57
1999-04-21,14.31,1.45,2.75,0.89,4.76,0.67,0.57
1999-04-22,14.23,1.45,2.71,0.88,4.66,0.66,0.56
1999-04-23,14.14,1.45,2.72,0.89,4.67,0.67,0.57
1999-04-26,14.24,1.46,2.72,0.89,4.70,0.68,0.57
1999-04-27,14.27,1.46,2.71,0.89,4.70,0.68,0.57
1999-04-28,14.12,1.46,2.70,0.89,4.67,0.68,0.57
1999-04-29,14.27,1.47,2.73,0.90,4.74,0.68,0.58
1999-04-30,13.26,1.50,2.69,0.91,4.55,0.71,0.56
1999-05-03,13.08,1.44,2.66,0.91,4.48,0.70,0.56
1999-05-04,12.98,1.44,2.63,0.90,4.43,0.69,0.58
1999-05-05,13.03,1.44,2.65,0.91,4.52,0.69,0.58
1999-05-06,12.84,1.42,2.60,0.90,4.40,0.68,0.58
1999-05-07,12.83,1.42,2.60,0.90,4.42,0.69,0.58
1999-05-10,12.90,1.41,2.62,0.89,4.48,0.66,0.57
1999-05-11,13.06,1.41,2.60,0.89,4.43,0.66,0.57
1999-05-12,13.04,1.41,2.63,0.89,4.48,0.67,0.57
1999-05-13,13.16,1.42,2.68,0.89,4.58,0.67,0.58
1999-05-14,13.13,1.42,2.62,0.89,4.43,0.67,0.57
1999-05-17,13.08,1.41,2.60,0.88,4.41,0.66,0.57
1999-05-18,13.04,1.37,2.57,0.82,4.36,0.60,0.51
1999-05-19,13.09,1.43,2.63,0.89,4.49,0.67,0.59
1999-05-20,13.21,1.45,2.66,0.91,4.51,0.70,0.60
1999-05-21,13.20,1.45,2.70,0.90,4.56,0.69,0.59
1999-05-24,13.25,1.44,2.72,0.89,4.63,0.67,0.57
1999-05-25,13.28,1.46,2.73,0.92,4.61,0.71,0.57
1999-05-26,13.22,1.45,2.71,0.92,4.57,0.71,0.56
1999-05-27,13.19,1.45,2.67,0.92,4.51,0.71,0.56
1999-05-28,13.14,1.47,2.69,0.95,4.52,0.73,0.60
1999-05-31,12.64,1.48,2.71,0.95,4.56,0.73,0.61
1999-06-01,12.46,1.48,2.64,0.95,4.45,0.74,0.61
1999-06-02,12.46,1.47,2.65,0.94,4.44,0.72,0.60
1999-06-03,12.53,1.48,2.67,0.95,4.49,0.73,0.61
1999-06-04,12.53,1.49,2.68,0.95,4.50,0.73,0.61
1999-06-07,12.50,1.49,2.67,0.97,4.54,0.74,0.62
1999-06-08,12.47,1.49,2.67,0.97,4.49,0.74,0.62
1999-06-09,12.42,1.48,2.64,0.96,4.44,0.73,0.61
1999-06-10,12.50,1.48,2.64,0.96,4.45,0.74,0.62
1999-06-11,12.49,1.48,2.61,0.96,4.37,0.74,0.62
1999-06-14,12.60,1.48,2.62,0.96,4.43,0.74,0.63
1999-06-15,12.45,1.49,2.62,0.97,4.43,0.74,0.63
1999-06-16,12.50,1.49,2.63,0.97,4.47,0.74,0.63
1999-06-17,12.63,1.49,2.70,0.97,4.62,0.74,0.64
1999-06-18,12.60,1.49,2.67,0.97,4.56,0.75,0.63
1999-06-21,12.54,1.49,2.64,0.97,4.50,0.74,0.61
1999-06-22,12.48,1.48,2.62,0.97,4.48,0.74,0.61
1999-06-23,12.43,1.49,2.59,0.97,4.42,0.74,0.61
1999-06-24,12.34,1.49,2.58,0.97,4.39,0.74,0.61
1999-06-25,12.37,1.48,2.59,0.96,4.40,0.73,0.60
1999-06-28,12.55,1.48,2.63,0.96,4.47,0.73,0.61
1999-06-29,12.57,1.48,2.64,0.96,4.51,0.73,0.61
1999-06-30,12.37,1.56,2.84,1.02,4.76,0.77,0.64
1999-07-01,12.21,1.54,2.78,1.00,4.67,0.76,0.63
1999-07-02,12.21,1.53,2.78,0.99,4.68,0.75,0.63
1999-07-05,12.22,1.53,2.80,0.99,4.68,0.75,0.63
1999-07-06,12.15,1.53,2.77,0.99,4.62,0.76,0.63
1999-07-07,12.19,1.54,2.77,1.00,4.59,0.76,0.63
1999-07-08,12.23,1.54,2.82,1.00,4.65,0.77,0.63
1999-07-09,12.19,1.53,2.81,1.00,4.64,0.76,0.63
1999-07-12,12.31,1.53,2.86,1.00,4.75,0.76,0.64
1999-07-13,12.26,1.53,2.86,0.99,4.74,0.76,0.63
1999-07-14,12.18,1.53,2.84,0.99,4.69,0.76,0.63
1999-07-15,11.91,1.53,2.83,0.99,4.67,0.76,0.63
1999-07-16,11.94,1.53,2.85,0.99,4.68,0.75,0.63
1999-07-19,12.14,1.53,2.85,0.99,4.70,0.76,0.66
1999-07-20,12.14,1.52,2.86,0.99,4.72,0.75,0.66
1999-07-21,12.08,1.52,2.86,0.99,4.72,0.76,0.66
1999-07-22,12.03,1.52,2.82,0.99,4.66,0.76,0.66
1999-07-23,12.01,1.52,2.81,1.00,4.66,0.75,0.65
1999-07-26,12.05,1.54,2.80,1.02,4.66,0.80,0.70
1999-07-27,12.14,1.56,2.84,1.03,4.77,0.80,0.70
1999-07-28,12.17,1.55,2.85,1.02,4.78,0.80,0.70
1999-07-29,12.11,1.55,2.83,1.02,4.72,0.80,0.70
1999-07-30,12.12,1.61,2.81,1.07,4.71,0.83,0.74
1999-07-31,11.23,1.61,2.62,1.08,4.76,0.84,0.74
1999-08-02,11.19,1.61,2.63,1.08,4.77,0.84,0.74
1999-08-03,11.20,1.61,2.65,1.08,4.80,0.84,0.73
1999-08-04,11.31,1.61,2.68,1.09,4.89,0.84,0.74
1999-08-05,11.45,1.63,2.73,1.10,4.99,0.86,0.75
1999-08-06,11.33,1.61,2.67,1.09,4.87,0.84,0.74
1999-08-09,11.27,1.62,2.61,1.11,4.75,0.88,0.76
1999-08-10,11.27,1.63,2.64,1.12,4.81,0.88,0.77
1999-08-11,11.30,1.62,2.65,1.11,4.86,0.88,0.77
1999-08-12,11.32,1.62,2.63,1.11,4.82,0.88,0.77
1999-08-13,11.46,1.63,2.68,1.12,4.92,0.89,0.78
1999-08-16,11.40,1.63,2.67,1.11,4.90,0.87,0.75
1999-08-17,11.52,1.63,2.71,1.11,4.99,0.87,0.75
1999-08-18,11.54,1.64,2.76,1.12,5.02,0.88,0.75
1999-08-19,11.57,1.64,2.76,1.12,5.02,0.87,0.75
1999-08-20,11.64,1.65,2.77,1.11,5.04,0.87,0.75
1999-08-23,11.76,1.64,2.75,1.11,5.04,0.87,0.75
1999-08-24,11.83,1.64,2.79,1.10,5.09,0.86,0.74
1999-08-25,11.89,1.66,2.85,1.11,5.21,0.88,0.75
1999-08-26,11.88,1.66,2.83,1.12,5.17,0.88,0.75
1999-08-27,11.80,1.65,2.79,1.12,5.08,0.88,0.76
1999-08-30,11.73,1.64,2.76,1.12,5.01,0.88,0.75
1999-08-31,11.97,1.67,2.79,1.18,5.00,0.91,0.78
1999-09-01,12.04,1.67,2.79,1.18,5.01,0.91,0.78
1999-09-02,12.02,1.68,2.79,1.18,5.00,0.91,0.78
1999-09-03,12.13,1.67,2.85,1.17,5.12,0.90,0.77
1999-09-06,12.13,1.67,2.84,1.17,5.12,0.90,0.77
1999-09-07,12.12,1.68,2.81,1.17,5.05,0.91,0.78
1999-09-08,12.14,1.67,2.83,1.17,5.07,0.90,0.77
1999-09-09,12.15,1.67,2.83,1.16,5.04,0.90,0.77
1999-09-10,12.30,1.67,2.87,1.16,5.12,0.90,0.77
1999-09-13,12.31,1.66,2.85,1.15,5.11,0.88,0.73
1999-09-14,12.34,1.66,2.84,1.15,5.07,0.88,0.73
1999-09-15,12.40,1.65,2.85,1.14,5.12,0.87,0.72
1999-09-16,12.48,1.65,2.88,1.14,5.16,0.87,0.73
1999-09-17,12.52,1.65,2.89,1.14,5.19,0.87,0.72
1999-09-20,12.52,1.65,2.87,1.14,5.17,0.87,0.72
1999-09-21,12.53,1.66,2.86,1.14,5.20,0.87,0.72
1999-09-22,12.54,1.66,2.88,1.14,5.23,0.87,0.72
1999-09-23,12.64,1.65,2.91,1.14,5.30,0.87,0.72
1999-09-24,12.84,1.67,2.99,1.14,5.42,0.88,0.73
1999-09-27,12.81,1.68,2.98,1.14,5.37,0.87,0.72
1999-09-28,12.79,1.67,2.92,1.14,5.32,0.86,0.72
1999-09-29,12.79,1.66,2.87,1.14,5.23,0.85,0.72
1999-09-30,12.06,1.63,2.84,1.09,5.33,0.81,0.69
1999-10-01,12.01,1.63,2.81,1.11,5.34,0.82,0.69
1999-10-04,12.09,1.60,2.79,1.08,5.33,0.80,0.67
1999-10-05,12.17,1.71,2.90,1.18,5.38,0.90,0.77
1999-10-06,12.05,1.64,2.82,1.12,5.27,0.84,0.71
1999-10-07,11.99,1.63,2.80,1.11,5.22,0.82,0.69
1999-10-08,12.03,1.63,2.80,1.11,5.23,0.83,0.70
1999-10-11,12.05,1.61,2.79,1.10,5.21,0.81,0.68
1999-10-12,12.12,1.59,2.78,1.08,5.17,0.80,0.67
1999-10-13,12.09,1.64,2.82,1.12,5.18,0.83,0.71
1999-10-14,12.02,1.61,2.79,1.08,5.10,0.80,0.67
1999-10-15,12.05,1.56,2.78,1.03,5.13,0.75,0.63
1999-10-18,12.12,1.62,2.83,1.08,5.17,0.80,0.69
1999-10-19,12.15,1.66,2.84,1.12,5.17,0.84,0.73
1999-10-20,12.06,1.59,2.76,1.05,5.09,0.77,0.66
1999-10-21,12.08,1.65,2.84,1.11,5.15,0.82,0.71
1999-10-22,12.03,1.61,2.81,1.07,5.09,0.79,0.68
1999-10-25,11.99,1.57,2.77,1.03,5.06,0.73,0.62
1999-10-26,12.00,1.62,2.81,1.08,5.10,0.78,0.67
1999-10-27,12.07,1.60,2.83,1.05,5.18,0.75,0.64
1999-10-28,12.30,1.63,2.89,1.07,5.28,0.77,0.66
1999-10-29,12.47,1.62,2.94,1.04,5.39,0.75,0.66
1999-10-31,13.80,1.62,2.99,1.05,5.00,0.76,0.66
1999-11-01,13.71,1.66,3.02,1.09,4.99,0.81,0.70
1999-11-02,13.75,1.66,3.05,1.09,5.01,0.81,0.70
1999-11-03,13.73,1.66,3.04,1.10,5.00,0.81,0.70
1999-11-04,13.73,1.66,3.04,1.10,5.01,0.81,0.70
1999-11-05,13.74,1.66,3.04,1.10,5.03,0.82,0.71
1999-11-08,13.69,1.65,3.01,1.08,5.04,0.80,0.70
1999-11-09,13.62,1.65,3.01,1.08,5.02,0.80,0.70
1999-11-10,13.68,1.64,3.01,1.08,4.99,0.80,0.70
1999-11-11,13.68,1.66,3.04,1.10,5.01,0.82,0.71
1999-11-12,13.70,1.65,3.08,1.08,5.06,0.81,0.70
1999-11-15,13.66,1.64,3.07,1.09,5.05,0.82,0.69
1999-11-16,13.59,1.63,3.03,1.08,5.01,0.80,0.68
1999-11-17,13.56,1.64,3.01,1.09,4.97,0.81,0.70
1999-11-18,13.51,1.65,3.00,1.10,4.92,0.82,0.71
1999-11-19,13.48,1.64,2.99,1.09,4.90,0.81,0.71
1999-11-22,13.46,1.64,2.96,1.09,4.87,0.81,0.70
1999-11-23,13.42,1.64,2.96,1.09,4.85,0.81,0.70
1999-11-24,13.40,1.63,2.95,1.08,4.84,0.81,0.69
1999-11-25,13.41,1.63,2.95,1.08,4.84,0.81,0.69
1999-11-26,13.38,1.62,2.93,1.08,4.81,0.80,0.69
1999-11-29,13.32,1.60,2.88,1.06,4.72,0.79,0.68
1999-11-30,13.22,1.61,2.91,1.05,4.78,0.78,0.67
1999-12-01,13.22,1.61,2.88,1.05,4.72,0.78,0.67
1999-12-02,13.27,1.61,2.89,1.05,4.75,0.78,0.68
1999-12-03,13.26,1.61,2.91,1.05,4.79,0.78,0.68
1999-12-06,13.25,1.60,2.91,1.04,4.79,0.77,0.68
1999-12-07,13.29,1.60,2.91,1.04,4.82,0.78,0.68
1999-12-08,13.21,1.59,2.86,1.04,4.72,0.77,0.67
1999-12-09,13.26,1.61,2.87,1.05,4.72,0.79,0.68
1999-12-10,13.29,1.61,2.88,1.05,4.76,0.79,0.68
1999-12-13,13.23,1.61,2.87,1.06,4.75,0.79,0.68
1999-12-14,13.16,1.61,2.81,1.06,4.64,0.79,0.69
1999-12-15,12.96,1.59,2.76,1.05,4.60,0.78,0.68
1999-12-16,13.30,1.58,2.74,1.04,4.55,0.78,0.68
1999-12-17,13.41,1.59,2.73,1.04,4.54,0.78,0.68
1999-12-20,13.40,1.58,2.71,1.04,4.51,0.78,0.67
1999-12-21,13.37,1.58,2.70,1.03,4.49,0.77,0.67
1999-12-22,13.41,1.57,2.69,1.03,4.47,0.77,0.67
1999-12-23,13.43,1.57,2.68,1.03,4.46,0.77,0.67
1999-12-24,13.44,1.57,2.68,1.03,4.46,0.77,0.67
1999-12-27,13.47,1.58,2.69,1.03,4.49,0.76,0.66
1999-12-28,13.44,1.56,2.67,1.03,4.47,0.76,0.66
1999-12-29,13.51,1.52,2.70,1.02,4.51,0.76,0.66
1999-12-30,13.56,1.52,2.71,1.02,4.52,0.76,0.66
1999-12-31,13.76,1.53,2.76,1.01,4.52,0.83,0.75
2000-01-03,13.70,1.53,2.72,1.01,4.42,0.83,0.76
2000-01-04,13.81,1.53,2.79,1.01,4.57,0.83,0.76
2000-01-05,13.74,1.55,2.78,1.03,4.52,0.84,0.77
2000-01-06,13.81,1.55,2.81,1.03,4.59,0.85,0.78
