"Model","Scenario","Region","X2045","X2046","X2047","X2048","X2049","X2050"
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","SVK",-0.06426041836,-0.0671483107,-0.07027532277,-0.07314894417,-0.07546844717,-0.07724318672
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","SVN",-0.07332593748,-0.07637999361,-0.07978068981,-0.08289950033,-0.08551401061,-0.08761555241
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","ZAF",-0.1255481788,-0.1308774537,-0.1367238386,-0.141962586,-0.1462684048,-0.1497376017
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","KOR",-0.0845038351,-0.08770149496,-0.09107452361,-0.09399153677,-0.0963510987,-0.09819675861
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","ESP",-0.1015810361,-0.1056965703,-0.1102195102,-0.1143069717,-0.1176702913,-0.1203541791
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","SWE",-0.02109022211,-0.02176587727,-0.02261740809,-0.02347308527,-0.02417970266,-0.02474456052
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","CHE",-0.06361634264,-0.06631157458,-0.06931165562,-0.07184287938,-0.07406148772,-0.07596570909
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","TWN",-0.09958099797,-0.1037786392,-0.1084971736,-0.112722715,-0.1162417047,-0.1191486181
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","TUR",-0.09471104571,-0.09876793757,-0.1032157306,-0.1071692315,-0.1103998782,-0.1129541859
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","GBR",-0.04882762389,-0.05069850947,-0.05268250371,-0.0544001517,-0.05584091528,-0.05701348768
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","USA",-0.08516713665,-0.08849323926,-0.09206632621,-0.09524236098,-0.0978961723,-0.1000707636
"GCAM 6.0 NGFS","Nationally Determined Contributions (NDCs)","VNM",-0.1334817648,-0.1390291697,-0.145163065,-0.1506533519,-0.1552019043,-0.1588746434
"GCAM 6.0 NGFS","Net Zero 2050",NA,-0.1849747937,-0.1932928075,-0.2023401696,-0.2114847022,-0.2199183971,-0.2271345645
"GCAM 6.0 NGFS","Net Zero 2050","ARG",-0.04505916886,-0.0450122537,-0.04483022434,-0.04433758738,-0.04334290275,-0.04173582485
"GCAM 6.0 NGFS","Net Zero 2050",NA,-0.08253774486,-0.083887969,-0.08417945131,-0.0829739374,-0.08078145201,-0.07802086015
"GCAM 6.0 NGFS","Net Zero 2050","AUS",-0.1017988557,-0.1029783065,-0.1042425793,-0.1050368923,-0.1050710993,-0.1042431979
"GCAM 6.0 NGFS","Net Zero 2050","AUT",-0.0808670381,-0.08215563442,-0.0830549793,-0.08330655221,-0.0826550196,-0.08095618037
"GCAM 6.0 NGFS","Net Zero 2050","BEL",-0.038568472,-0.03881650193,-0.03856275765,-0.03757374444,-0.03599957707,-0.03392085877
"GCAM 6.0 NGFS","Net Zero 2050","BRA",-0.1326825692,-0.1360337925,-0.1392107963,-0.1418271389,-0.1434266853,-0.1437101486
"GCAM 6.0 NGFS","Net Zero 2050","BGR",-0.04745072435,-0.04747134581,-0.0471665561,-0.04656192974,-0.04567523372,-0.04437628692
"GCAM 6.0 NGFS","Net Zero 2050","CAN",0.00450008254,0.00313020085,0.00158152132,7.185942e-05,-0.00157543414,-0.00353651372
"GCAM 6.0 NGFS","Net Zero 2050","CHL",-0.01408303468,-0.01208046457,-0.01017725902,-0.00817170837,-0.0059580452,-0.00349346142
"GCAM 6.0 NGFS","Net Zero 2050","CHN",-0.08386279237,-0.08673177968,-0.08998687079,-0.09252325228,-0.09362183368,-0.09289606088
"GCAM 6.0 NGFS","Net Zero 2050","HRV",-0.04654210341,-0.04670930288,-0.0467497674,-0.046513544,-0.04593144342,-0.04494823732
"GCAM 6.0 NGFS","Net Zero 2050","CZE",-0.03180386097,-0.0311742258,-0.03101089035,-0.03078953747,-0.03026215859,-0.02934000125
"GCAM 6.0 NGFS","Net Zero 2050","DNK",-0.03430089547,-0.03492375501,-0.03546681597,-0.03567045328,-0.03562300267,-0.03542386036
"GCAM 6.0 NGFS","Net Zero 2050",NA,-0.04385659911,-0.04424517001,-0.0445393158,-0.04423356381,-0.0432512246,-0.04164545991
"GCAM 6.0 NGFS","Net Zero 2050","EGY",-0.1228566916,-0.1260461374,-0.1294281553,-0.1325180466,-0.1345879261,-0.1352720005
"GCAM 6.0 NGFS","Net Zero 2050","EST",0.00668875274,0.00671910838,0.00635212813,0.00596479876,0.00541774249,0.00467108293
