"","country","ISO2","actual","est","est_lower","est_upper","cd_actual","pd_actual","cd_est","pd_est","cd_est_95","pd_est_95","rating_delta","cd_delta","pd_delta","rating_delta_95","cd_delta_95","pd_delta_95"
"2","Australia","AU",20,14.3101458333333,13.1935332032287,15.4267584634379,0.528295218534761,0,0.976005252521825,2.91104864377422,1.1139132098259,3.0554449383913,-5.68985416666667,0.447710033987064,2.91104864377422,-6.80646679677128,0.585617991291142,3.0554449383913
"3","Austria","AT",19,16.5285013888889,15.4981323121705,17.5588704656073,0.640457129391164,1.00324021516269,0.811439947160823,2.97242438017739,0.876440178014674,2.99457114187669,-2.47149861111111,0.170982817769659,1.9691841650147,-3.50186768782952,0.23598304862351,1.991330926714
"4","Belgium","BE",18,14.3217194444444,13.1261771829467,15.5172617059422,0.720901920982245,2.2670672729256,0.974837053707706,2.91127255293215,1.12405272381659,3.07832296480711,-3.67828055555556,0.253935132725461,0.644205280006545,-4.8738228170533,0.403150802834346,0.811255691881513
"5","Brazil","BR",8.66666666666667,4.10348472222222,3.36013652667611,4.84683291776833,2.52551799534407,12.5522695799178,6.33319813514299,52.843701699458,7.27193083147263,63.817244589357,-4.56318194444444,3.80768013979892,40.2914321195402,-5.30653013999055,4.74641283612856,51.2649750094392
"6","Bulgaria","BG",11,10.3612194444444,9.61317809059667,11.1092607982922,1.58708246480164,5.22159971540106,1.79215638190629,6.59569187734171,2.07966464260018,8.77357075837838,-0.638780555555556,0.205073917104649,1.37409216194065,-1.38682190940333,0.492582177798539,3.55197104297732
"7","Canada","CA",20,19.3427680555556,18.5428083706111,20.1427277405,0.528295218534761,0,0.606299111028824,0.374234574632737,0.680316727658675,1.67900880738628,-0.657231944444444,0.0780038924940635,0.374234574632737,-1.45719162938893,0.152021509123915,1.67900880738628
"8","Chile","CL",16.3333333333333,7.79650416666667,6.83710132202023,8.7559070113131,0.823008518368437,2.99602256341964,3.02587012841607,17.1900205464093,3.68950085736521,23.7827480446197,-8.53682916666667,2.20286161004764,14.1939979829896,-9.4962320113131,2.86649233899678,20.7867254812001
"9","China","CN",16.3333333333333,6.53425694444444,5.78821914517475,7.28029474371414,0.823008518368437,2.99602256341964,3.9252919956301,26.2172599965775,4.5637196752446,32.9983763435822,-9.79907638888889,3.10228347726166,23.2212374331579,-10.5451141881586,3.74071115687616,30.0023537801625
"10","Croatia","HR",9.83333333333333,7.24438333333333,6.46708867703478,8.02167798963188,1.98942265581657,8.06368173992337,3.39267932647813,20.7822351507006,3.97937707508402,26.7814619989428,-2.58895,1.40325667066156,12.7185534107772,-3.36624465629855,1.98995441926745,18.7177802590194
"11","Czech Republic","CZ",17,12.6464763888889,11.8147649992634,13.4781877785144,0.783809906904573,2.85987858509344,1.20328807783404,3.30463584327946,1.37341159215757,4.01816142291032,-4.35352361111111,0.41947817092947,0.444757258186016,-5.18523500073658,0.589601685253002,1.15828283781688
"12","Denmark","DK",20,17.8510583333333,17.0541383113301,18.6479783553365,0.528295218534761,0,0.731038809057533,2.39230011079442,0.780617688007719,2.84114082644021,-2.14894166666667,0.202743590522772,2.39230011079442,-2.94586168866986,0.252322469472958,2.84114082644021
"13","Egypt","EG",5.5,3.98636666666667,3.24335992158886,4.72937341174447,4.83323901645505,35.9320499057748,6.47436754029286,54.4774641951713,7.42879780979607,65.6743391075282,-1.51363333333333,1.64112852383782,18.5454142893965,-2.25664007841114,2.59555879334102,29.7422892017534
"14","Estonia","EE",17,16.2297777777778,15.4275541200088,17.0320014355468,0.783809906904573,2.85987858509344,0.829234372581729,3.00399270822606,0.88141331694674,2.98954014622078,-0.770222222222223,0.045424465677156,0.144114123132624,-1.57244587999122,0.0976034100421671,0.129661561127335
