"X","country","ISO2","actual","est","est_lower","est_upper","cd_actual","pd_actual","cd_est","pd_est","cd_est_95","pd_est_95","rating_delta","cd_delta","pd_delta","rating_delta_95","cd_delta_95","pd_delta_95","model","scenario_","year"
12,"Denmark","DK",20,18.0247472222222,17.0268928477334,19.022601596711,0.528295218534761,0,0.719181210882006,2.24483773215087,0.78222556328532,2.85073446835796,-1.97525277777778,0.190885992347245,2.24483773215087,-2.97310715226659,0.25393034475056,2.85073446835796,"GCAM 6.0 NGFS","Below 2","30"
13,"Egypt","EG",5.5,5.01957916666667,4.17928188095352,5.85987645237982,4.83323901645505,35.9320499057748,5.31214706505434,41.232396142583,6.24314921902514,51.8048682858243,-0.480420833333334,0.478908048599297,5.30034623680822,-1.32071811904648,1.40991020257009,15.8728183800495,"GCAM 6.0 NGFS","Below 2","30"
14,"Estonia","EE",17,16.2012736111111,15.2988603649275,17.1036868572947,0.783809906904573,2.85987858509344,0.830961640555336,3.00568002216517,0.890727840191623,2.97941575035773,-0.798726388888888,0.0471517336507632,0.145801437071725,-1.70113963507252,0.10691793328705,0.11953716526429,"GCAM 6.0 NGFS","Below 2","30"
15,"Finland","FI",19,18.9164916666667,18.0744857199793,19.7584976133541,0.640457129391164,1.00324021516269,0.648192683775126,1.14008802335735,0.715689467182229,2.19890232355269,-0.0835083333333344,0.00773555438396134,0.136847808194659,-0.925514280020721,0.0752323377910646,1.19566210839,"GCAM 6.0 NGFS","Below 2","30"
16,"France","FR",18,11.8237597222222,10.6227083039403,13.0248111405041,0.720901920982245,2.2670672729256,1.37132681859369,4.00789609801549,1.70393974945648,5.98293233050984,-6.17624027777778,0.650424897611449,1.74082882508988,-7.37729169605965,0.983037828474235,3.71586505758424,"GCAM 6.0 NGFS","Below 2","30"
17,"Germany","DE",20,17.6485597222222,16.8074396192935,18.4896798251509,0.528295218534761,0,0.744280900531336,2.54005455857876,0.795099880646627,2.9163096275305,-2.35144027777778,0.215985681996575,2.54005455857876,-3.1925603807065,0.266804662111866,2.9163096275305,"GCAM 6.0 NGFS","Below 2","30"
18,"Greece","GR",6.16666666666667,6.75569027777778,5.87084807759802,7.64053247795753,4.22940482476681,29.4155420809183,3.75160146793848,24.4198081920801,4.48885110790628,32.1903760347727,0.589023611111111,-0.477803356828327,-4.99573388883827,-0.295818589068645,0.259446283139475,2.77483395385435,"GCAM 6.0 NGFS","Below 2","30"
19,"Hong Kong","HK",19.3333333333333,15.9506916666667,15.1021999681215,16.7991833652118,0.607294212535003,0.393046882335341,0.846461544732947,3.01213027290285,0.905636247358521,2.96254455028085,-3.38264166666666,0.239167332197944,2.61908339056751,-4.23113336521184,0.298342034823518,2.56949766794551,"GCAM 6.0 NGFS","Below 2","30"
20,"Hungary","HU",11.1666666666667,6.67911805555556,5.76962747102774,7.58860864008337,1.53921109029065,4.92867358019522,3.81086922900859,25.0306049160899,4.58071140405157,33.1821881364456,-4.48754861111111,2.27165813871795,20.1019313358946,-5.39703919563893,3.04150031376092,28.2535145562504,"GCAM 6.0 NGFS","Below 2","30"
21,"India","IN",11,5.46010833333333,4.6183281647833,6.30188850188337,1.58708246480164,5.22159971540106,4.87158006946243,36.3524148179387,5.74152512039561,46.0682716959363,-5.53989166666667,3.28449760466079,31.1308151025377,-6.3816718352167,4.15444265559397,40.8466719805353,"GCAM 6.0 NGFS","Below 2","30"
22,"Indonesia","ID",11,6.83343611111111,5.99139369534076,7.67547852688147,1.58708246480164,5.22159971540106,3.69227658028859,23.811157571467,4.38151621129696,31.0375538591625,-4.16656388888889,2.10519411548695,18.589557856066,-5.00860630465924,2.79443374649532,25.8159541437614,"GCAM 6.0 NGFS","Below 2","30"
23,"Ireland","IE",16.3333333333333,16.7466402777778,15.8717784953587,17.6215020601968,0.823008518368437,2.99602256341964,0.798654978341214,2.93099640280056,0.851482027432474,3.01140203866026,0.413306944444447,-0.0243535400272236,-0.0650261606190838,-0.461554837974607,0.0284735090640365,0.0153794752406213,"GCAM 6.0 NGFS","Below 2","30"
24,"Italy","IT",11.6666666666667,9.80838333333333,8.75129717528528,10.8654694913814,1.40856136900902,4.19606818749611,1.99940757604745,8.14114123030536,2.48164332388766,12.1633748281184,-1.85828333333333,0.590846207038434,3.94507304280925,-2.91536949138139,1.07308195487864,7.96730664062224,"GCAM 6.0 NGFS","Below 2","30"
25,"Japan","JP",16,11.8619583333333,10.6436299920474,13.0802866746192,0.843361400754689,3.01196315014471,1.36253625418651,3.96497669485012,1.69714215102565,5.93699673438919,-4.13804166666667,0.519174853431817,0.953013544705414,-5.35637000795257,0.853780750270959,2.92503358424448,"GCAM 6.0 NGFS","Below 2","30"
26,"Korea","KR",17.8333333333333,14.0578902777778,13.2139294439237,14.9018511116318,0.732221463029722,2.40624824945712,1.00266244207981,2.91273019117132,1.11088833812605,3.0489104686441,-3.77544305555555,0.270440979050086,0.506481941714199,-4.61940388940961,0.37866687509633,0.642662219186974,"GCAM 6.0 NGFS","Below 2","30"
27,"Latvia","LV",14.5,13.2541958333333,12.373761802359,14.1346298643077,0.957414654886946,2.91748453104988,1.1049779733771,3.03653480779784,1.25422318165684,3.48931023844735,-1.24580416666667,0.147563318490151,0.119050276747956,-2.12623819764103,0.296808526769891,0.571825707397466,"GCAM 6.0 NGFS","Below 2","30"
28,"Lithuania","LT",14.5,13.5404583333333,12.6869003528305,14.3940163138362,0.957414654886946,2.91748453104988,1.06523118050978,2.96738869727999,1.1961144958159,3.28093074815554,-0.959541666666667,0.107816525622835,0.0499041662301067,-1.8130996471695,0.238699840928954,0.363446217105661,"GCAM 6.0 NGFS","Below 2","30"
29,"Malaysia","MY",14,7.0288,6.18302377927576,7.87457622072424,1.00911616662453,2.91510803281166,3.54694347285838,22.3321687557245,4.21544591464114,29.2674084054073,-6.9712,2.53782730623385,19.4170607229128,-7.81697622072424,3.20632974801661,26.3523003725957,"GCAM 6.0 NGFS","Below 2","30"
30,"Mexico","MX",13,7.10554305555556,6.26368884065541,7.9473972704557,1.14368006583737,3.12674634738443,3.49130069699179,21.7706597263313,4.14719348976481,28.5448913709735,-5.89445694444444,2.34762063115443,18.6439133789468,-6.73631115934459,3.00351342392744,25.418145023589,"GCAM 6.0 NGFS","Below 2","30"
31,"Netherlands","NL",20,17.9630166666667,17.1182626916831,18.8077706416502,0.528295218534761,0,0.723453473301666,2.29952317991794,0.776820832230415,2.81722548839602,-2.03698333333334,0.195158254766906,2.29952317991794,-2.88173730831689,0.248525613695655,2.81722548839602,"GCAM 6.0 NGFS","Below 2","30"
32,"New Zealand","NZ",18,15.5417541666667,14.6937479490951,16.3897603842383,0.720901920982245,2.2670672729256,0.873411462469821,2.99744948837304,0.939634750493375,2.9290578920488,-2.45824583333333,0.152509541487576,0.730382215447435,-3.30625205090492,0.21873282951113,0.661990619123202,"GCAM 6.0 NGFS","Below 2","30"
33,"Norway","NO",20,19.4520763888889,18.6087478594701,20.2954049183076,0.528295218534761,0,0.594529668098925,0.149868558057278,0.674925290000428,1.5923307992125,-0.547923611111113,0.0662344495641648,0.149868558057278,-1.39125214052985,0.146630071465667,1.5923307992125,"GCAM 6.0 NGFS","Below 2","30"
34,"Poland","PL",13.6666666666667,9.2169375,8.27061390709151,10.1632610929085,1.04891670966037,2.94648848052374,2.25456785550594,10.2068143245777,2.74191102999695,14.5152107089111,-4.44972916666667,1.20565114584557,7.26032584405401,-5.39605275957516,1.69299432033658,11.5687222283874,"GCAM 6.0 NGFS","Below 2","30"
35,"Portugal","PT",11,7.29362361111111,6.31741457007796,8.26983265214426,1.58708246480164,5.22159971540106,3.35832985122394,20.4400804159446,4.10227296953695,28.0710122087592,-3.70637638888889,1.7712473864223,15.2184807005436,-4.68258542992204,2.5151905047353,22.8494124933581,"GCAM 6.0 NGFS","Below 2","30"
