"","country","ISO2","actual","est","est_lower","est_upper","cd_actual","pd_actual","cd_est","pd_est","cd_est_95","pd_est_95","rating_delta","cd_delta","pd_delta","rating_delta_95","cd_delta_95","pd_delta_95"
"2","Australia","AU",20,15.3364888888889,13.8489921622568,16.8239856155209,0.528295218534761,0,0.887970152039869,2.98248178472059,1.02657580786836,2.92536878692796,-4.66351111111111,0.359674933505108,2.98248178472059,-6.15100783774316,0.498280589333597,2.92536878692796
"3","Austria","AT",19,16.543775,15.6528588216036,17.4346911783964,0.640457129391164,1.00324021516269,0.810541322465487,2.97006601612463,0.865843485611242,3.00383436257366,-2.456225,0.170084193074323,1.96682580096194,-3.34714117839642,0.225386356220078,2.00059414741096
"4","Belgium","BE",18,14.6926861111111,13.6210508708258,15.7643213513965,0.720901920982245,2.2670672729256,0.93972909706692,2.92898368857351,1.05473108181343,2.95341735783221,-3.30731388888889,0.218827176084675,0.661916415647909,-4.37894912917424,0.333829160831182,0.686350084906607
"5","Brazil","BR",8.66666666666667,4.13850694444444,3.35773877485496,4.91927511403392,2.52551799534407,12.5522695799178,6.29146305519239,52.3619069224779,7.2751256117364,63.8550044104598,-4.52815972222222,3.76594505984832,39.8096373425601,-5.3089278918117,4.74960761639233,51.302734830542
"6","Bulgaria","BG",11,10.2922944444444,9.50799719688515,11.0765916920037,1.58708246480164,5.22159971540106,1.81643249489623,6.76942906155295,2.12450391714922,9.13413931202525,-0.707705555555556,0.229350030094593,1.54782934615189,-1.49200280311485,0.537421452347575,3.91253959662419
"7","Canada","CA",20,18.646175,17.8229211777497,19.4694288222503,0.528295218534761,0,0.671814759637263,1.54156758560396,0.732913958975881,2.41434901899297,-1.353825,0.143519541102502,1.54156758560396,-2.17707882225025,0.20461874044112,2.41434901899297
"8","Chile","CL",16.3333333333333,8.39740833333333,7.43650680191536,9.3583098647513,0.823008518368437,2.99602256341964,2.6706202563392,13.860676808838,3.2604931515166,19.471763977049,-7.935925,1.84761173797077,10.8646542454183,-8.89682653141797,2.43748463314816,16.4757414136294
"9","China","CN",16.3333333333333,8.1548875,7.35680692768749,8.95296807231251,0.823008518368437,2.99602256341964,2.8086680059191,15.1346233458277,3.31473055746157,20.0074098128154,-8.17844583333333,1.98565948755067,12.138600782408,-8.97652640564585,2.49172203909313,17.0113872493958
"10","Croatia","HR",9.83333333333333,7.05014027777778,6.2063126371535,7.89396791840206,1.98942265581657,8.06368173992337,3.53138931434546,22.1749350230715,4.19564080662749,29.0574455788908,-2.78319305555556,1.54196665852888,14.1112532831481,-3.62702069617983,2.20621815081092,20.9937638389674
"11","Czech Republic","CZ",17,12.7969333333333,11.9354786518862,13.6583880147804,0.783809906904573,2.85987858509344,1.1770639524502,3.22093551546988,1.34590192884274,3.88540853530144,-4.20306666666667,0.39325404554563,0.361056930376435,-5.06452134811378,0.562092021938165,1.025529950208
"12","Denmark","DK",20,17.9316666666667,17.0498137598838,18.8135195734495,0.528295218534761,0,0.725598120067442,2.32632529276199,0.780873095914968,2.84268592341985,-2.06833333333334,0.197302901532681,2.32632529276199,-2.95018624011621,0.252577877380207,2.84268592341985
"13","Egypt","EG",5.5,4.16270138888889,3.38286227733832,4.94254050043945,4.83323901645505,35.9320499057748,6.26275944050685,52.0308746773064,7.2417051224244,63.4601296741646,-1.33729861111111,1.4295204240518,16.0988247715316,-2.11713772266168,2.40846610596935,27.5280797683898
"14","Estonia","EE",17,16.0710388888889,15.2388884283677,16.9031893494101,0.783809906904573,2.85987858509344,0.838940829023294,3.01081569335122,0.895184098266358,2.97439083084635,-0.928961111111111,0.0551309221187207,0.150937108257779,-1.76111157163234,0.111374191361785,0.114512245752906
