"","country","ISO2","actual","est","est_lower","est_upper","cd_actual","pd_actual","cd_est","pd_est","cd_est_95","pd_est_95","rating_delta","cd_delta","pd_delta","rating_delta_95","cd_delta_95","pd_delta_95"
"2","Australia","AU",20,16.39705,15.4271386095178,17.3669613904822,0.528295218534761,0,0.819211309170821,2.9896044154861,0.881442869469951,2.98950928868248,-3.60295,0.29091609063606,2.9896044154861,-4.57286139048224,0.35314765093519,2.98950928868248
"3","Austria","AT",19,16.5242930555556,15.4698935034729,17.5786926076382,0.640457129391164,1.00324021516269,0.811687679287718,2.97306052893506,0.878418960142946,2.99261038190625,-2.47570694444444,0.171230549896553,1.96982031377237,-3.5301064965271,0.237961830751782,1.98937016674356
"4","Belgium","BE",18,15.0680847222222,13.9322386084647,16.2039308359798,0.720901920982245,2.2670672729256,0.908312150782174,2.95955423417601,1.01683735611007,2.91895944455518,-2.93191527777778,0.187410229799929,0.69248696125041,-4.06776139153532,0.295935435127821,0.651892171629584
"5","Brazil","BR",8.66666666666667,4.17385,3.39144416694071,4.95625583305929,2.52551799534407,12.5522695799178,6.24956825346655,51.8788333988079,7.23031653366036,63.3256351390865,-4.49281666666667,3.72405025812248,39.3265638188901,-5.27522249972595,4.70479853831629,50.7733655591688
"6","Bulgaria","BG",11,10.7646694444444,9.97748655265345,11.5518523362354,1.58708246480164,5.22159971540106,1.65855710176611,5.67996654478659,1.93292381470348,7.6307777623326,-0.235330555555556,0.0714746369644723,0.458366829385533,-1.02251344734655,0.345841349901842,2.40917804693154
"7","Canada","CA",20,19.2347986111111,18.3967976176391,20.0727996045831,0.528295218534761,0,0.617495274456739,0.584353278275273,0.6918704630828,1.85871906962922,-0.765201388888887,0.0892000559219785,0.584353278275273,-1.60320238236089,0.163575244548039,1.85871906962922
"8","Chile","CL",16.3333333333333,13.8190166666667,12.9565998097203,14.681433523613,0.823008518368437,2.99602256341964,1.03015214322954,2.92815321798111,1.15062606521019,3.14514668669686,-2.51431666666667,0.207143624861105,-0.0678693454385382,-3.37673352361304,0.327617546841753,0.149124123277218
"9","China","CN",16.3333333333333,8.97851527777778,8.19381013382833,9.76322042172723,0.823008518368437,2.99602256341964,2.36784879674413,11.1705583562055,2.78603405230921,14.923926197999,-7.35481805555555,1.54484027837569,8.17453579278589,-8.139523199505,1.96302553394077,11.9279036345794
"10","Croatia","HR",9.83333333333333,7.45317777777778,6.5347821239058,8.37157343164976,1.98942265581657,8.06368173992337,3.2492546900639,19.3611409171557,3.92487169578822,26.2128836771229,-2.38015555555556,1.25983203424733,11.2974591772323,-3.29855120942753,1.93544903997165,18.1492019371995
"11","Czech Republic","CZ",17,14.1625625,13.3544595542073,14.9706654457927,0.783809906904573,2.85987858509344,0.991317883790066,2.91041497213008,1.09060966915498,3.00865907487469,-2.8374375,0.207507976885493,0.0505363870366438,-3.64554044579268,0.306799762250407,0.148780489781245
"12","Denmark","DK",20,18.0234972222222,17.0922413139459,18.9547531304985,0.528295218534761,0,0.719268386077551,2.24597047101545,0.778363862889146,2.82715878186727,-1.97650277777778,0.190973167542791,2.24597047101545,-2.90775868605405,0.250068644354386,2.82715878186727
"13","Egypt","EG",5.5,4.30908055555556,3.5266086679329,5.09155244317821,4.83323901645505,35.9320499057748,6.09132275031742,50.0593793020616,7.05278286749717,61.2334192829792,-1.19091944444444,1.25808373386238,14.1273293962868,-1.9733913320671,2.21954385104213,25.3013693772044
"14","Estonia","EE",17,16.3299513888889,15.4832094281811,17.1766933495966,0.783809906904573,2.85987858509344,0.823210725539275,2.99633011315555,0.877484068661162,2.9935440683652,-0.67004861111111,0.0394008186347022,0.136451528062111,-1.51679057181886,0.0936741617565892,0.133665483271756
"15","Finland","FI",19,18.7190388888889,17.9222454192377,19.5158323585401,0.640457129391164,1.00324021516269,0.665651162485006,1.43943569531359,0.72623942369108,2.334253642124,-0.280961111111111,0.0251940330938422,0.4361954801509,-1.07775458076233,0.0857822942999159,1.33101342696131
"16","France","FR",18,11.7653555555556,10.5884664996004,12.9422446115107,0.720901920982245,2.2670672729256,1.38496510847439,4.07564197624836,1.71514744185069,6.05908529248328,-6.23464444444445,0.664063187492144,1.80857470332276,-7.41153350039961,0.994245520868444,3.79201801955768
"17","Germany","DE",20,17.6509291666667,16.870033791478,18.4318245418553,0.528295218534761,0,0.744129160228926,2.53846931363489,0.791437384475717,2.89965798676297,-2.34907083333333,0.215833941694166,2.53846931363489,-3.12996620852198,0.263142165940956,2.89965798676297
"18","Greece","GR",6.16666666666667,6.80044861111111,5.9111886238317,7.68970859839053,4.22940482476681,29.4155420809183,3.71734375066022,24.0679982808457,4.45268287855841,31.8011713035359,0.633781944444444,-0.512061074106586,-5.34754380007265,-0.25547804283497,0.223278053791602,2.38562922261757
"19","Hong Kong","HK",19.3333333333333,16.0942805555556,15.2966410158457,16.8919200952654,0.607294212535003,0.393046882335341,0.837505561082867,3.01019581858432,0.890891400854693,2.97923262843739,-3.23905277777778,0.230211348547864,2.61714893624898,-4.03669231748763,0.28359718831969,2.58618574610205
"20","Hungary","HU",11.1666666666667,8.63369583333333,7.6969930682941,9.57039859837257,1.53921109029065,4.92867358019522,2.54283305355297,12.7066357982585,3.08904891208927,17.7985293721305,-2.53297083333333,1.00362196326232,7.77796221806329,-3.46967359837257,1.54983782179863,12.8698557919353
